Year,State,District,Water Level,avg_depth
2020,Gujarat,Panchmahal,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Gujarat,Devbhumi Dwarka,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Gujarat,Ahmedabad,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Gujarat,Amreli,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Gujarat,Mahisagar,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Gujarat,Navsari,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Gujarat,Valsad,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Gujarat,Tapi,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Gujarat,Bharuch,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Gujarat,Morbi,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Gujarat,Surat,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Gujarat,Vadodara,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Gujarat,Patan,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Gujarat,Dang,0 to 2 Pre Monsoon (in mbgl),1.0
2020,Gujarat,Botad,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Gujarat,Bhavnagar,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Gujarat,Banaskantha,20 to 40 Pre Monsoon (in mbgl),30.0
2020,Gujarat,Narmada,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Gujarat,Rajkot,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Gujarat,Surendranagar,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Gujarat,Dohad,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Gujarat,Gir Somnath,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Gujarat,Aravalli,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Gujarat,Kheda,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Gujarat,Porbandar,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Gujarat,Mahesana,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Gujarat,Anand,20 to 40 Pre Monsoon (in mbgl),30.0
2020,Gujarat,Kachchh,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Gujarat,Chhota Udaipur,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Gujarat,Sabarkantha,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Gujarat,Junagadh,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Gujarat,Gandhinagar,20 to 40 Pre Monsoon (in mbgl),30.0
2020,Gujarat,Jamnagar,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Gujarat,Panchmahal,2 to 5 Post Monsoon (in mbgl),3.5
2020,Gujarat,Devbhumi Dwarka,2 to 5 Post Monsoon (in mbgl),3.5
2020,Gujarat,Ahmedabad,2 to 5 Post Monsoon (in mbgl),3.5
2020,Gujarat,Amreli,2 to 5 Post Monsoon (in mbgl),3.5
2020,Gujarat,Mahisagar,2 to 5 Post Monsoon (in mbgl),3.5
2020,Gujarat,Navsari,2 to 5 Post Monsoon (in mbgl),3.5
2020,Gujarat,Valsad,5 to 10 Post Monsoon (in mbgl),7.5
2020,Gujarat,Tapi,2 to 5 Post Monsoon (in mbgl),3.5
2020,Gujarat,Bharuch,2 to 5 Post Monsoon (in mbgl),3.5
2020,Gujarat,Morbi,0 to 2 Post Monsoon (in mbgl),1.0
2020,Gujarat,Surat,2 to 5 Post Monsoon (in mbgl),3.5
2020,Gujarat,Vadodara,2 to 5 Post Monsoon (in mbgl),3.5
2020,Gujarat,Patan,10 to 20 Post Monsoon (in mbgl),15.0
2020,Gujarat,Dang,0 to 2 Post Monsoon (in mbgl),1.0
2020,Gujarat,Botad,2 to 5 Post Monsoon (in mbgl),3.5
2020,Gujarat,Bhavnagar,2 to 5 Post Monsoon (in mbgl),3.5
2020,Gujarat,Banaskantha,10 to 20 Post Monsoon (in mbgl),15.0
2020,Gujarat,Narmada,2 to 5 Post Monsoon (in mbgl),3.5
2020,Gujarat,Rajkot,2 to 5 Post Monsoon (in mbgl),3.5
2020,Gujarat,Surendranagar,2 to 5 Post Monsoon (in mbgl),3.5
2020,Gujarat,Dohad,5 to 10 Post Monsoon (in mbgl),7.5
2020,Gujarat,Gir Somnath,2 to 5 Post Monsoon (in mbgl),3.5
2020,Gujarat,Aravalli,5 to 10 Post Monsoon (in mbgl),7.5
2020,Gujarat,Kheda,5 to 10 Post Monsoon (in mbgl),7.5
2020,Gujarat,Porbandar,2 to 5 Post Monsoon (in mbgl),3.5
2020,Gujarat,Mahesana,10 to 20 Post Monsoon (in mbgl),15.0
2020,Gujarat,Anand,2 to 5 Post Monsoon (in mbgl),3.5
2020,Gujarat,Kachchh,5 to 10 Post Monsoon (in mbgl),7.5
2020,Gujarat,Chhota Udaipur,2 to 5 Post Monsoon (in mbgl),3.5
2020,Gujarat,Sabarkantha,5 to 10 Post Monsoon (in mbgl),7.5
2020,Gujarat,Junagadh,5 to 10 Post Monsoon (in mbgl),7.5
2020,Gujarat,Gandhinagar,10 to 20 Post Monsoon (in mbgl),15.0
2020,Gujarat,Jamnagar,2 to 5 Post Monsoon (in mbgl),3.5
2020,Haryana,Panipat,20 to 40 Pre Monsoon (in mbgl),30.0
2020,Haryana,Bhiwani,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Haryana,Sirsa,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Haryana,Mewat,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Haryana,Faridabad,20 to 40 Pre Monsoon (in mbgl),30.0
2020,Haryana,Palwal,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Haryana,Fatehabad,20 to 40 Pre Monsoon (in mbgl),30.0
2020,Haryana,Rewari,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Haryana,Rohtak,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Haryana,Gurgaon/Gururgram,20 to 40 Pre Monsoon (in mbgl),30.0
2020,Haryana,Panchkula,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Haryana,Kaithal,20 to 40 Pre Monsoon (in mbgl),30.0
2020,Haryana,Yamuna Nagar,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Haryana,Jind,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Haryana,Ambala,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Haryana,Hisar,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Haryana,Jhajjar,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Haryana,Karnal,20 to 40 Pre Monsoon (in mbgl),30.0
2020,Haryana,Mahendragarh,20 to 40 Pre Monsoon (in mbgl),30.0
2020,Haryana,Sonipat,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Haryana,Panipat,20 to 40 Post Monsoon (in mbgl),30.0
2020,Haryana,Bhiwani,2 to 5 Post Monsoon (in mbgl),3.5
2020,Haryana,Sirsa,10 to 20 Post Monsoon (in mbgl),15.0
2020,Haryana,Mewat,10 to 20 Post Monsoon (in mbgl),15.0
2020,Haryana,Faridabad,20 to 40 Post Monsoon (in mbgl),30.0
2020,Haryana,Palwal,5 to 10 Post Monsoon (in mbgl),7.5
2020,Haryana,Fatehabad,20 to 40 Post Monsoon (in mbgl),30.0
2020,Haryana,Rewari,20 to 40 Post Monsoon (in mbgl),30.0
2020,Haryana,Rohtak,2 to 5 Post Monsoon (in mbgl),3.5
2020,Haryana,Gurgaon/Gururgram,20 to 40 Post Monsoon (in mbgl),30.0
2020,Haryana,Panchkula,10 to 20 Post Monsoon (in mbgl),15.0
2020,Haryana,Kaithal,20 to 40 Post Monsoon (in mbgl),30.0
2020,Haryana,Yamuna Nagar,10 to 20 Post Monsoon (in mbgl),15.0
2020,Haryana,Jind,10 to 20 Post Monsoon (in mbgl),15.0
2020,Haryana,Ambala,10 to 20 Post Monsoon (in mbgl),15.0
2020,Haryana,Hisar,5 to 10 Post Monsoon (in mbgl),7.5
2020,Haryana,Jhajjar,2 to 5 Post Monsoon (in mbgl),3.5
2020,Haryana,Karnal,20 to 40 Post Monsoon (in mbgl),30.0
2020,Haryana,Mahendragarh,20 to 40 Post Monsoon (in mbgl),30.0
2020,Haryana,Sonipat,2 to 5 Post Monsoon (in mbgl),3.5
2020,Himachal Pradesh,Una,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Himachal Pradesh,Kangra,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Himachal Pradesh,Hamirpur,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Himachal Pradesh,Solan,20 to 40 Pre Monsoon (in mbgl),30.0
2020,Himachal Pradesh,Kinnaur,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Himachal Pradesh,Bilaspur,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Himachal Pradesh,Kullu,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Himachal Pradesh,Sirmaur,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Himachal Pradesh,Mandi,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Himachal Pradesh,Una,2 to 5 Post Monsoon (in mbgl),3.5
2020,Himachal Pradesh,Kangra,2 to 5 Post Monsoon (in mbgl),3.5
2020,Himachal Pradesh,Hamirpur,2 to 5 Post Monsoon (in mbgl),3.5
2020,Himachal Pradesh,Solan,10 to 20 Post Monsoon (in mbgl),15.0
2020,Himachal Pradesh,Kinnaur,5 to 10 Post Monsoon (in mbgl),7.5
2020,Himachal Pradesh,Bilaspur,2 to 5 Post Monsoon (in mbgl),3.5
2020,Himachal Pradesh,Kullu,5 to 10 Post Monsoon (in mbgl),7.5
2020,Himachal Pradesh,Sirmaur,5 to 10 Post Monsoon (in mbgl),7.5
2020,Himachal Pradesh,Mandi,2 to 5 Post Monsoon (in mbgl),3.5
2020,Jammu and Kashmir,Reasi,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Jammu and Kashmir,Kathua,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Jammu and Kashmir,Budgam,0 to 2 Pre Monsoon (in mbgl),1.0
2020,Jammu and Kashmir,Pulwama,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Jammu and Kashmir,Rajauri,0 to 2 Pre Monsoon (in mbgl),1.0
2020,Jammu and Kashmir,Bandipora,0 to 2 Pre Monsoon (in mbgl),1.0
2020,Jammu and Kashmir,Ramban,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Jammu and Kashmir,Ganderbal,0 to 2 Pre Monsoon (in mbgl),1.0
2020,Jammu and Kashmir,Baramulla,0 to 2 Pre Monsoon (in mbgl),1.0
2020,Jammu and Kashmir,Shopian,0 to 2 Pre Monsoon (in mbgl),1.0
2020,Jammu and Kashmir,Kulgam,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Jammu and Kashmir,Anantnag,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Jammu and Kashmir,Kupwara,0 to 2 Pre Monsoon (in mbgl),1.0
2020,Jammu and Kashmir,Kishtwar,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Jammu and Kashmir,Jammu,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Jammu and Kashmir,Udhampur,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Jammu and Kashmir,Srinagar,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Jammu and Kashmir,Samba,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Jammu and Kashmir,Doda,0 to 2 Pre Monsoon (in mbgl),1.0
2020,Jammu and Kashmir,Reasi,0 to 2 Post Monsoon (in mbgl),1.0
2020,Jammu and Kashmir,Kathua,0 to 2 Post Monsoon (in mbgl),1.0
2020,Jammu and Kashmir,Budgam,2 to 5 Post Monsoon (in mbgl),3.5
2020,Jammu and Kashmir,Pulwama,10 to 20 Post Monsoon (in mbgl),15.0
2020,Jammu and Kashmir,Rajauri,0 to 2 Post Monsoon (in mbgl),1.0
2020,Jammu and Kashmir,Bandipora,2 to 5 Post Monsoon (in mbgl),3.5
2020,Jammu and Kashmir,Ramban,0 to 2 Post Monsoon (in mbgl),1.0
2020,Jammu and Kashmir,Ganderbal,0 to 2 Post Monsoon (in mbgl),1.0
2020,Jammu and Kashmir,Baramulla,0 to 2 Post Monsoon (in mbgl),1.0
2020,Jammu and Kashmir,Shopian,2 to 5 Post Monsoon (in mbgl),3.5
2020,Jammu and Kashmir,Kulgam,10 to 20 Post Monsoon (in mbgl),15.0
2020,Jammu and Kashmir,Anantnag,10 to 20 Post Monsoon (in mbgl),15.0
2020,Jammu and Kashmir,Kupwara,0 to 2 Post Monsoon (in mbgl),1.0
2020,Jammu and Kashmir,Kishtwar,10 to 20 Post Monsoon (in mbgl),15.0
2020,Jammu and Kashmir,Jammu,0 to 2 Post Monsoon (in mbgl),1.0
2020,Jammu and Kashmir,Udhampur,0 to 2 Post Monsoon (in mbgl),1.0
2020,Jammu and Kashmir,Srinagar,2 to 5 Post Monsoon (in mbgl),3.5
2020,Jammu and Kashmir,Samba,0 to 2 Post Monsoon (in mbgl),1.0
2020,Jammu and Kashmir,Doda,2 to 5 Post Monsoon (in mbgl),3.5
2020,Jharkhand,Sahibganj,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Jharkhand,East Singhbhum,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Jharkhand,Saraikela Kharsawan,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Jharkhand,Khunti,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Jharkhand,Giridih,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Jharkhand,Garhwa,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Jharkhand,Lohardaga,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Jharkhand,Godda,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Jharkhand,West Singhbhum,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Jharkhand,Latehar,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Jharkhand,Palamu,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Jharkhand,Gumla,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Jharkhand,Jamtara,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Jharkhand,Pakur,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Jharkhand,Kodarma,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Jharkhand,Chatra,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Jharkhand,Bokaro,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Jharkhand,Ramgarh,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Jharkhand,Dumka,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Jharkhand,Simdega,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Jharkhand,Dhanbad,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Jharkhand,Hazaribagh,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Jharkhand,Ranchi,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Jharkhand,Deoghar,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Jharkhand,Sahibganj,2 to 5 Post Monsoon (in mbgl),3.5
2020,Jharkhand,East Singhbhum,0 to 2 Post Monsoon (in mbgl),1.0
2020,Jharkhand,Saraikela Kharsawan,5 to 10 Post Monsoon (in mbgl),7.5
2020,Jharkhand,Khunti,5 to 10 Post Monsoon (in mbgl),7.5
2020,Jharkhand,Giridih,2 to 5 Post Monsoon (in mbgl),3.5
2020,Jharkhand,Garhwa,2 to 5 Post Monsoon (in mbgl),3.5
2020,Jharkhand,Lohardaga,2 to 5 Post Monsoon (in mbgl),3.5
2020,Jharkhand,Godda,2 to 5 Post Monsoon (in mbgl),3.5
2020,Jharkhand,West Singhbhum,2 to 5 Post Monsoon (in mbgl),3.5
2020,Jharkhand,Latehar,2 to 5 Post Monsoon (in mbgl),3.5
2020,Jharkhand,Palamu,2 to 5 Post Monsoon (in mbgl),3.5
2020,Jharkhand,Gumla,2 to 5 Post Monsoon (in mbgl),3.5
2020,Jharkhand,Jamtara,2 to 5 Post Monsoon (in mbgl),3.5
2020,Jharkhand,Pakur,0 to 2 Post Monsoon (in mbgl),1.0
2020,Jharkhand,Kodarma,2 to 5 Post Monsoon (in mbgl),3.5
2020,Jharkhand,Chatra,5 to 10 Post Monsoon (in mbgl),7.5
2020,Jharkhand,Bokaro,2 to 5 Post Monsoon (in mbgl),3.5
2020,Jharkhand,Ramgarh,5 to 10 Post Monsoon (in mbgl),7.5
2020,Jharkhand,Dumka,2 to 5 Post Monsoon (in mbgl),3.5
2020,Jharkhand,Simdega,5 to 10 Post Monsoon (in mbgl),7.5
2020,Jharkhand,Dhanbad,2 to 5 Post Monsoon (in mbgl),3.5
2020,Jharkhand,Hazaribagh,2 to 5 Post Monsoon (in mbgl),3.5
2020,Jharkhand,Ranchi,2 to 5 Post Monsoon (in mbgl),3.5
2020,Jharkhand,Deoghar,2 to 5 Post Monsoon (in mbgl),3.5
2020,Karnataka,Chikmagalur,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Karnataka,Chitradurga,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Karnataka,Tumkur,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Karnataka,Belgaum,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Karnataka,Haveri,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Karnataka,Davangere,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Karnataka,Dakshina Kannada,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Karnataka,Bellary,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Karnataka,Dharwad,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Karnataka,Uttara Kannada,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Karnataka,Mysore,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Karnataka,Chikballapura,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Karnataka,Hassan,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Karnataka,Ramanagara,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Karnataka,Bangalore Urban,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Karnataka,Koppal,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Karnataka,Yadgir,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Karnataka,Mandya,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Karnataka,Kolar,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Karnataka,Bidar,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Karnataka,Gulbarga,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Karnataka,Udupi,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Karnataka,Shimoga,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Karnataka,Bijapur,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Karnataka,Bangalore Rural,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Karnataka,Chamarajanagar,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Karnataka,Bagalkot,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Karnataka,Kodagu,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Karnataka,Raichur,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Karnataka,Gadag,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Karnataka,Chikmagalur,5 to 10 Post Monsoon (in mbgl),7.5
2020,Karnataka,Chitradurga,2 to 5 Post Monsoon (in mbgl),3.5
2020,Karnataka,Tumkur,0 to 2 Post Monsoon (in mbgl),1.0
2020,Karnataka,Belgaum,0 to 2 Post Monsoon (in mbgl),1.0
2020,Karnataka,Haveri,2 to 5 Post Monsoon (in mbgl),3.5
2020,Karnataka,Davangere,0 to 2 Post Monsoon (in mbgl),1.0
2020,Karnataka,Dakshina Kannada,5 to 10 Post Monsoon (in mbgl),7.5
2020,Karnataka,Bellary,2 to 5 Post Monsoon (in mbgl),3.5
2020,Karnataka,Dharwad,2 to 5 Post Monsoon (in mbgl),3.5
2020,Karnataka,Uttara Kannada,2 to 5 Post Monsoon (in mbgl),3.5
2020,Karnataka,Mysore,2 to 5 Post Monsoon (in mbgl),3.5
2020,Karnataka,Chikballapura,2 to 5 Post Monsoon (in mbgl),3.5
2020,Karnataka,Hassan,2 to 5 Post Monsoon (in mbgl),3.5
2020,Karnataka,Ramanagara,2 to 5 Post Monsoon (in mbgl),3.5
2020,Karnataka,Bangalore Urban,0 to 2 Post Monsoon (in mbgl),1.0
2020,Karnataka,Koppal,2 to 5 Post Monsoon (in mbgl),3.5
2020,Karnataka,Yadgir,5 to 10 Post Monsoon (in mbgl),7.5
2020,Karnataka,Mandya,2 to 5 Post Monsoon (in mbgl),3.5
2020,Karnataka,Kolar,0 to 2 Post Monsoon (in mbgl),1.0
2020,Karnataka,Bidar,0 to 2 Post Monsoon (in mbgl),1.0
2020,Karnataka,Gulbarga,0 to 2 Post Monsoon (in mbgl),1.0
2020,Karnataka,Udupi,5 to 10 Post Monsoon (in mbgl),7.5
2020,Karnataka,Shimoga,5 to 10 Post Monsoon (in mbgl),7.5
2020,Karnataka,Bijapur,0 to 2 Post Monsoon (in mbgl),1.0
2020,Karnataka,Bangalore Rural,0 to 2 Post Monsoon (in mbgl),1.0
2020,Karnataka,Chamarajanagar,2 to 5 Post Monsoon (in mbgl),3.5
2020,Karnataka,Bagalkot,2 to 5 Post Monsoon (in mbgl),3.5
2020,Karnataka,Kodagu,5 to 10 Post Monsoon (in mbgl),7.5
2020,Karnataka,Raichur,0 to 2 Post Monsoon (in mbgl),1.0
2020,Karnataka,Gadag,2 to 5 Post Monsoon (in mbgl),3.5
2020,Kerala,Malappuram,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Kerala,Kollam,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Kerala,Alappuzha,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Kerala,Idukki,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Kerala,Thrissur,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Kerala,Kannur,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Kerala,Kasaragod,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Kerala,Kottayam,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Kerala,Kozhikode,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Kerala,Thiruvananthapuram,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Kerala,Ernakulam,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Kerala,Wayanad,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Kerala,Pathanamthitta,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Kerala,Palakkad,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Kerala,Malappuram,5 to 10 Post Monsoon (in mbgl),7.5
2020,Kerala,Kollam,5 to 10 Post Monsoon (in mbgl),7.5
2020,Kerala,Alappuzha,0 to 2 Post Monsoon (in mbgl),1.0
2020,Kerala,Idukki,2 to 5 Post Monsoon (in mbgl),3.5
2020,Kerala,Thrissur,5 to 10 Post Monsoon (in mbgl),7.5
2020,Kerala,Kannur,5 to 10 Post Monsoon (in mbgl),7.5
2020,Kerala,Kasaragod,5 to 10 Post Monsoon (in mbgl),7.5
2020,Kerala,Kottayam,2 to 5 Post Monsoon (in mbgl),3.5
2020,Kerala,Kozhikode,2 to 5 Post Monsoon (in mbgl),3.5
2020,Kerala,Thiruvananthapuram,5 to 10 Post Monsoon (in mbgl),7.5
2020,Kerala,Ernakulam,5 to 10 Post Monsoon (in mbgl),7.5
2020,Kerala,Wayanad,5 to 10 Post Monsoon (in mbgl),7.5
2020,Kerala,Pathanamthitta,5 to 10 Post Monsoon (in mbgl),7.5
2020,Kerala,Palakkad,5 to 10 Post Monsoon (in mbgl),7.5
2020,Ladakh,Leh,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Ladakh,Kargil,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Ladakh,Leh,10 to 20 Post Monsoon (in mbgl),15.0
2020,Ladakh,Kargil,10 to 20 Post Monsoon (in mbgl),15.0
2020,Madhya Pradesh,Singrauli,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Harda,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Guna,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Jhabua,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Madhya Pradesh,Morena,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Khandwa,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Seoni,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Madhya Pradesh,Mandla,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Datia,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Madhya Pradesh,Damoh,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Satna,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Hoshangabad,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Dindori,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Dhar,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Madhya Pradesh,Alirajpur,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Burhanpur,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Madhya Pradesh,Rewa,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Neemuch,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Shajapur,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Bhind,20 to 40 Pre Monsoon (in mbgl),30.0
2020,Madhya Pradesh,Barwani,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Gwalior,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Madhya Pradesh,Anuppur,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Sagar,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Panna,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Ratlam,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Madhya Pradesh,Raisen,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Narsinghpur,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Tikamgarh,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Chhatarpur,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Khargone,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Madhya Pradesh,Dewas,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Madhya Pradesh,Umaria,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Bhopal,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Madhya Pradesh,Balaghat,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Jabalpur,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Ujjain,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Rajgarh,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Madhya Pradesh,Vidisha,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Madhya Pradesh,Shivpuri,5 to 10 Pre Monsoon (in mbgl),7.5
